Timestep	VariableName	EntityIdx	Value	Notes
0	percentageUnhappy		99.91844723536128	
0	numOfSocialInteractions		1253.0	
0	pubVisitPerAgent		0.0	
0	avgNetworkDegree		0.04991029195889741	
0	avgBalance		1278.9139156007368	
